Group,Marker Icon,Marker Color,Icon Color,Custom Size,Name,Image,Description,Location,Latitude,Longitude
Visit,media/keywest-64.jpg,,,40x40,"Key West, Florida",media/keywest.jpg,The southern end of the East Coast Greenway.,"Key West, FL",24.5550593,-81.7799871
